Name,Attention,Address 1,Address 2,City,State,Zip Code,Phone,Credential,Licensee Type,First Issued Date,Expiration Date,License Status,Status Reason,Supervisor License,Supervisor Name,Supervision Type,Supervisor License Status,Supervisor Expiration,
BCT ALARM SERVICES INC,,5064 OBERLIN AVE,,LORAIN,OH,44053-3432,(440)669-8153,53.47.1121,Fire Protection Organization - Company,02/11/2010,07/01/2027,Active,ACTIVE,,,,,,
MCCONNELL EXCAVATING LTD,,15804 STATE ROUTE 58,,OBERLIN,OH,44074-9580,(440)774-4578,53.47.1122,Fire Protection Organization - Company,06/18/2010,07/01/2027,Active,ACTIVE,,,,,,
KLR FIRE & SECURITY LLC,,12450 EATON COMMERCE PKWY STE 3,,COLUMBIA STATION,OH,44028-9213,(440)236-8915,53.47.1123,Fire Protection Organization - Company,02/10/2011,07/01/2027,Active,ACTIVE,,,,,,
AA FIRE PROTECTION LLC,,620 SUGAR LN,,ELYRIA,OH,44035-6310,(866) 647-3398,53.47.1124,Fire Protection Organization - Company,05/03/2011,07/01/2027,Active,ACTIVE,,,,,,
SHANNON ELECTRIC,,1400 E 34TH ST,,CLEVELAND,OH,44114-4113,(216)410-7951,53.47.1126,Fire Protection Organization - Company,06/17/2011,07/01/2027,Active,ACTIVE,,,,,,
MODERN POURED WALLS INC,,PO BOX 598,,LAGRANGE,OH,44050-0598,(440)647-6661,53.47.1127,Fire Protection Organization - Company,10/03/2011,07/01/2027,Active,ACTIVE,,,,,,
KLINECT TV LLC,,891 MAIN ST,,GRAFTON,OH,44044-1435,(440) 926-2419,53.47.1133,Fire Protection Organization - Company,01/13/2017,07/01/2027,Active,ACTIVE,,,,,,
MCMILLEN FIRE PROTECTION LLC,,620 SUGAR LN,,ELYRIA,OH,44035-6310,(866) 347-6869,53.47.1140,Fire Protection Organization - Company,03/26/2021,07/01/2027,Active,ACTIVE,,,,,,
3J ENTERPRISES INC,,8365 GORE ORPHANAGE RD,,VERMILION,OH,44089-9424,(567) 623-3330,53.47.1141,Fire Protection Organization - Company,01/18/2022,07/01/2027,Active,ACTIVE,,,,,,
Z PROTECTION SERVICES LLC,,620 E SMITH RD # 14,,MEDINA,OH,44256-2692,(330) 940-1309,53.47.1142,Fire Protection Organization - Company,07/05/2022,07/01/2027,Active,ACTIVE,,,,,,
SCHAFER EXCAVATING LLC,,1471 LEAR INDUSTRIAL PKWY,,AVON,OH,44011-1359,(440) 506-7015,53.47.1143,Fire Protection Organization - Company,02/21/2023,07/01/2027,Active,ACTIVE,,,,,,
AVANTI ONE LLC,,117 BUCKEYE ST,,SOUTH AMHERST,OH,44001-2809,(440) 452-5078,53.47.1144,Fire Protection Organization - Company,03/06/2023,07/01/2027,Active,ACTIVE,,,,,,
STACK HEATING AND COOLING LLC,,37520 COLORADO AVE,,AVON,OH,44011-1534,(440) 937-9134,53.47.1146,Fire Protection Organization - Company,04/24/2024,07/01/2027,Active,ACTIVE,,,,,,
SALVATORE EXCAVATING LLC,,40005 BANKS RD,,GRAFTON,OH,44044-9702,(216) 256-0818,53.47.1147,Fire Protection Organization - Company,06/04/2024,07/01/2027,Active,ACTIVE,,,,,,
TURNKEY LOCKSMITH & SECURITY LLC,,513 BAYBERRY RD,,LORAIN,OH,44053-3813,(440) 830-9039,53.47.1148,Fire Protection Organization - Company,06/28/2024,07/01/2027,Active,ACTIVE,,,,,,
J A KILBY ENTERPRISES INC,,PO BOX 39067,,NORTH RIDGEVILLE,OH,44039-0067,(440) 327-3433,53.47.1149,Fire Protection Organization - Company,08/28/2024,07/01/2027,Active,ACTIVE,,,,,,
HOHMAN ELECTRIC INC,,6241 AVON BELDEN RD,,NORTH RIDGEVILLE,OH,44039-1311,(440) 459-2753,53.47.1150,Fire Protection Organization - Company,12/02/2024,07/01/2027,Active,ACTIVE,,,,,,
WEST SHORE FIRE AND SECURITY LLC,,5269 SANCTUARY LN,,SHEFFIELD LAKE,OH,44054-3101,(440) 865-7102,53.47.1151,Fire Protection Organization - Company,12/17/2024,07/01/2027,Active,ACTIVE,,,,,,
C & C MECHANICAL LLC,,40061 JONES RD,,WELLINGTON,OH,44090-9663,(330) 368-4663,53.47.1152,Fire Protection Organization - Company,01/10/2025,07/01/2027,Active,ACTIVE,,,,,,
RELIABLE BASEMENT AND DRAIN LLC,,214 E 34TH ST,,LORAIN,OH,44055-1218,(440) 324-2380,53.47.1154,Fire Protection Organization - Company,03/14/2025,07/01/2027,Active,ACTIVE,,,,,,
BULLDOG BACKFLOW SERVICES LLC,,32360 STONEY BROOK DR,,AVON LAKE,OH,44012-2153,(419) 541-0514,53.47.1156,Fire Protection Organization - Company,11/07/2025,07/01/2027,Active,ACTIVE,,,,,,
DOVIN LANDWORKS LLC,,48090 STATE ROUTE 303,,WELLINGTON,OH,44090-9713,(440) 935-8989,53.47.1157,Fire Protection Organization - Company,02/03/2026,07/01/2027,Active,ACTIVE,,,,,,
SUNSHINE ELECTRIC INC,,601 GREENLAWN DR,,AMHERST,OH,44001-1027,(440) 864-4088,53.47.1158,Fire Protection Organization - Company,03/06/2026,07/01/2027,Active,ACTIVE,,,,,,
PHIL SOFIA ENTERPRISES LLC,,5821 OAK POINT RD,,LORAIN,OH,44053-1856,(770) 712-6497,53.47.1159,Fire Protection Organization - Company,03/30/2026,07/01/2027,Active,ACTIVE,,,,,,
INDUSTRIAL POWER SYSTEMS INC,,146 DIXIE HWY,,ROSSFORD,OH,43460-1215,(419)531-3121,53.48.0003,Fire Protection Organization - Company,07/16/1991,07/01/2027,Active,ACTIVE,,,,,,
WESTRIVER GROUP INC,,501 W SOPHIA ST,,MAUMEE,OH,43537,(419) 893-1480,53.48.0011,Fire Protection Organization - Company,05/20/1991,07/01/2027,Active,ACTIVE,,,,,,
GUARDIAN ALARM COMPANY,JENNIFER BOWIN,26711 NORTHWESTERN HWY STE 600,,SOUTHFIELD,MI,48033-2156,(419)255-8400,53.48.1002,Fire Protection Organization - Company,06/10/1991,07/01/2027,Active,ACTIVE,,,,,,
HABITEC SECURITY INC,,1545 TIMBER WOLF DR,,HOLLAND,OH,43528-9130,(419) 534-4623,53.48.1005,Fire Protection Organization - Company,07/16/1991,07/01/2027,Active,ACTIVE,,,,,,
JOHNSON CONTROLS FIRE PROTECTION LP,LICENSEING DEPT,PO BOX 3042,,BOCA RATON,FL,33431-0942,,53.48.1017,Fire Protection Organization - Company,06/27/1991,07/01/2027,Active,ACTIVE,,,,,,
ROMANOFF ELECTRIC COMPANY LLC,,5570 ENTERPRISE BLVD,,TOLEDO,OH,43612-3815,(419)726-2627,53.48.1022,Fire Protection Organization - Company,06/05/1991,07/01/2027,Active,ACTIVE,,,,,,
REGENT ELECTRIC INC,,5235 TRACTOR RD,,TOLEDO,OH,43612-3439,(419)476-8333,53.48.1033,Fire Protection Organization - Company,06/14/1991,07/01/2027,Active,ACTIVE,,,,,,
LAIBE ELECTRIC CO,,26440 SOUTHPOINT RD,,PERRYSBURG,OH,43551-1370,(419) 724-8200,53.48.1037,Fire Protection Organization - Company,06/10/1991,07/01/2027,Active,ACTIVE,,,,,,
TURNER ELECTRIC COMPANY,,8530 CENTRAL AVE STE 1,,SYLVANIA,OH,43560-9393,(419)841-5446,53.48.1056,Fire Protection Organization - Company,07/16/1991,07/01/2027,Active,ACTIVE,,,,,,
DIMECH SERVICES INC,,5505 ENTERPRISE BLVD,,TOLEDO,OH,43612-3814,(419)727-0111,53.48.1066,Fire Protection Organization - Company,06/27/1991,07/01/2027,Active,ACTIVE,,,,,,
GEM INDUSTRIAL INC,,6842 COMMADORE DR,,WALBRIDGE,OH,43465,(419)666-6554,53.48.1068,Fire Protection Organization - Company,06/14/1991,07/01/2027,Active,ACTIVE,,,,,,
BRINT ELECTRIC INC,,7825 W CENTRAL AVE,,TOLEDO,OH,43617-1529,(419)841-3326,53.48.1081,Fire Protection Organization - Company,05/20/1991,07/01/2027,Active,ACTIVE,,,,,,
NORTHWEST ELECTRICAL CONTRACTING,,3149 CENTENNIAL RD,,SYLVANIA,OH,43560-9689,(419)865-4757,53.48.1105,Fire Protection Organization - Company,06/14/1991,07/01/2027,Active,ACTIVE,,,,,,
COLGAN-DAVIS INC,,1682 LANCE POINTE RD,,MAUMEE,OH,43537-1600,(419)893-6116,53.48.1107,Fire Protection Organization - Company,07/16/1991,07/01/2027,Active,ACTIVE,,,,,,
GEO GRADEL CO,,3135 FRONT ST,,TOLEDO,OH,43605,(419)691-7123,53.48.1112,Fire Protection Organization - Company,07/13/1992,07/01/2027,Active,ACTIVE,,,,,,
BAYES INC,,7414 PONDEROSA RD,,PERRYSBURG,OH,43551-4857,(419)661-3933,53.48.1113,Fire Protection Organization - Company,07/28/1992,07/01/2027,Active,ACTIVE,,,,,,
TODD ALSPAUGH & ASSOC INC,,952 MATZINGER RD,,TOLEDO,OH,43612,(419)476-8126,53.48.1115,Fire Protection Organization - Company,02/11/1993,07/01/2027,Active,ACTIVE,,,,,,
"TAS, INC ELECTRICAL CONTRACTORS",,433 DEARBORN AVE,,TOLEDO,OH,43605,(419)693-3353,53.48.1122,Fire Protection Organization - Company,01/20/1994,07/01/2027,Active,ACTIVE,,,,,,
PROMEDICA FLOWER HOSPITAL A DIVISION OF PROMEDICA TOLEDO HOSPITAL,FACILITIES DEPT,5200 HARROUN RD,,SYLVANIA,OH,43560-2168,(419)824-1444,53.48.1128,Fire Protection Organization - Company,12/30/1994,07/01/2027,Active,ACTIVE,,,,,,
THE SHELLY COMPANY,,,1771 HARMON AVE,COLUMBUS,OH,43223,(614)437-2345,53.48.1132,Fire Protection Organization - Company,03/14/1995,07/01/2027,Active,ACTIVE,,,,,,
BORDER FIRE PROTECTION INC,,4033 CODER COVE CT,,MAUMEE,OH,43537-9771,(419)866-5944,53.48.1133,Fire Protection Organization - Company,03/27/1995,07/01/2027,Active,ACTIVE,,,,,,
ACCEL FIRE SYSTEMS INC,,3365 SILICA RD,,SYLVANIA,OH,43560-9802,(419) 843-7756,53.48.1141,Fire Protection Organization - Company,12/02/1996,07/01/2027,Active,ACTIVE,,,,,,
TRANSTAR ELECTRIC INC,,767 WAREHOUSE RD,,TOLEDO,OH,43615,(419)385-7573,53.48.1154,Fire Protection Organization - Company,03/04/1999,07/01/2027,Active,ACTIVE,,,,,,
UNIVERSITY OF TOLEDO,DOUGLAS QUEENAN,1135 E MEDICAL LOOP,,TOLEDO,OH,43614-8003,(419) 383-5499,53.48.1156,Fire Protection Organization - Company,05/07/1999,07/01/2027,Active,ACTIVE,,,,,,
LP ELECTRIC INC,,PO BOX 181,,SYLVANIA,OH,43560,(419)475-2491,53.48.1159,Fire Protection Organization - Company,11/24/1999,07/01/2027,Active,ACTIVE,,,,,,
A E ELECTRIC INC,,PO BOX 2744,,WHITEHOUSE,OH,43571,(419)832-4924,53.48.1177,Fire Protection Organization - Company,03/23/2006,07/01/2027,Active,ACTIVE,,,,,,
ONE SEA GATE PARTNERS LLC,,1 SEAGATE STE 10,,TOLEDO,OH,43604-1563,(419)243-2000,53.48.1180,Fire Protection Organization - Company,11/06/2006,07/01/2027,Active,ACTIVE,,,,,,
DUNBAR MECHANICAL INC,,2806 N REYNOLDS RD,,TOLEDO,OH,43615-2034,(419)537-1900,53.48.1184,Fire Protection Organization - Company,09/13/2007,07/01/2027,Active,ACTIVE,,,,,,
TEKIN SYSTEMS LLC,,PO BOX 53,,SWANTON,OH,43558-0053,,53.48.1188,Fire Protection Organization - Company,12/07/2009,07/01/2027,Active,ACTIVE,,,,,,
GEDDIS PAVING & EXC INC,,1019 WAMBA AVE,,TOLEDO,OH,43607-3256,(419)536-8501,53.48.1194,Fire Protection Organization - Company,05/31/2011,07/01/2027,Active,ACTIVE,,,,,,
UNDERGROUND SYSTEMS CORP,,6530 ANGOLA ROAD,PO BOX 307,HOLLAND,OH,43528,(419)865-0572,53.48.1197,Fire Protection Organization - Company,03/12/2013,07/01/2027,Active,ACTIVE,,,,,,
MCELHENEY LOCKSMITHS INC,,1214 JEFFERSON AVE,,TOLEDO,OH,43604-5837,(419)244-5851,53.48.1198,Fire Protection Organization - Company,03/12/2013,07/01/2027,Active,ACTIVE,,,,,,
IMPACT ELECTRICAL,,3545 SILICA RD,,SYLVANIA,OH,43560-9888,(419)841-6064,53.48.1199,Fire Protection Organization - Company,04/16/2013,07/01/2027,Active,ACTIVE,,,,,,
E S WAGNER COMPANY,,840 PATCHEN RD,,OREGON,OH,43616-3147,(419) 691-8651,53.48.1202,Fire Protection Organization - Company,11/07/2013,07/01/2027,Active,ACTIVE,,,,,,
FET CONSTRUCTION SERVICES LLC,,2955 GRADWOHL RD,,TOLEDO,OH,43617-1507,(419) 726-6466,53.48.1203,Fire Protection Organization - Company,07/25/2014,07/01/2027,Active,ACTIVE,,,,,,
TAYLOR MADE ELECTRIC LLC,,5301 EDGEWATER DR,,TOLEDO,OH,43611-2639,(419) 466-3474,53.48.1204,Fire Protection Organization - Company,07/29/2014,07/01/2027,Active,ACTIVE,,,,,,
PROVO CONSTRUCTION COMPANY LLC,,3359 SILICA RD STE A,,SYLVANIA,OH,43560-9891,(419) 517-0048,53.48.1206,Fire Protection Organization - Company,10/07/2014,07/01/2027,Active,ACTIVE,,,,,,
CALGIE ELECTRIC LTD,,2325 DETROIT AVE,,MAUMEE,OH,43537-3712,(419) 351-3886,53.48.1207,Fire Protection Organization - Company,01/07/2015,07/01/2027,Active,ACTIVE,,,,,,
CRESTLINE PAVING & EXCAVATING CO INC,,1913 NEBRASKA AVE,,TOLEDO,OH,43607-3830,(419) 536-8229,53.48.1208,Fire Protection Organization - Company,09/01/2015,07/01/2027,Active,ACTIVE,,,,,,
GREAT LAKES ELECTRICAL CONTRACTING INC,,440 ARCO DR,,TOLEDO,OH,43607-2909,(419) 480-1235,53.48.1211,Fire Protection Organization - Company,10/28/2015,07/01/2027,Active,ACTIVE,,,,,,
AA BOOS & SONS INC,,2015 PICKLE RD,,OREGON,OH,43616-3155,(419) 691-2329,53.48.1212,Fire Protection Organization - Company,12/14/2015,07/01/2027,Active,ACTIVE,,,,,,
COUSINO ELECTRIC LTD,,14420 COUNTY ROAD 4-3,,METAMORA,OH,43540,(419) 885-3532,53.48.1214,Fire Protection Organization - Company,09/13/2016,07/01/2027,Active,ACTIVE,,,,,,
JG EWING SEWER CONTRACTORS INC DBA E&K CONTRACTORS,,4030 FITCH RD,,TOLEDO,OH,43613-4006,(419)474-9454,53.48.1216,Fire Protection Organization - Company,07/10/2018,07/01/2027,Active,ACTIVE,,,,,,
T & J ROOTER SERVICE INC,,3264 SOUTH AVE,,TOLEDO,OH,43609-1104,(419) 690-1878,53.48.1218,Fire Protection Organization - Company,02/22/2019,07/01/2027,Active,ACTIVE,,,,,,
SUNG MECHANICAL LLC,,719 HAMMERSMITH CIR,,HOLLAND,OH,43528-7972,(419) 206-5896,53.48.1219,Fire Protection Organization - Company,05/20/2020,07/01/2027,Active,ACTIVE,,,,,,
GREAT LAKES INDUSTRIAL CONTRACTING LTD,,580 LONGBOW DR,,MAUMEE,OH,43537-1759,(419) 392-5846,53.48.1221,Fire Protection Organization - Company,10/13/2022,07/01/2027,Active,ACTIVE,,,,,,
BUCKEYE HYDRANT LLC,,14961 OLIVE GREEN RD,,CENTERBURG,OH,43011-9506,(614) 404-3996,53.48.1222,Fire Protection Organization - Company,06/21/2023,07/01/2027,Active,ACTIVE,,,,,,
SELF FIRE & SECURITY LLC,,814 WOODLAWN DR,,TOLEDO,OH,43612-4335,(567) 322-0421,53.48.1224,Fire Protection Organization - Company,02/23/2024,07/01/2027,Active,ACTIVE,,,,,,
KLUMM BROS LANDSCAPING LLC,,9241 W BANCROFT ST,,HOLLAND,OH,43528-9731,(419) 829-3166,53.48.1225,Fire Protection Organization - Company,03/11/2024,07/01/2027,Active,ACTIVE,,,,,,
FORTRESS FIRE PROTECTION LLC,,5602 304TH ST,,TOLEDO,OH,43611-2348,(419) 349-6984,53.48.1226,Fire Protection Organization - Company,10/07/2024,07/01/2027,Active,ACTIVE,,,,,,
OHIO EXCAVATING & SEWER CONTRACTORS CORP,,9339 W BANCROFT ST,,HOLLAND,OH,43528-8874,(419) 829-2965,53.48.1227,Fire Protection Organization - Company,10/16/2024,07/01/2027,Active,ACTIVE,,,,,,
TUCKER ELECTRICAL SERVICE LLC,,50 ELMDALE RD,,TOLEDO,OH,43607-2912,(419) 536-2293,53.48.1228,Fire Protection Organization - Company,11/17/2025,07/01/2027,Active,ACTIVE,,,,,,
ALTERNATIVE PLUMBING PLUS INC,,6205 N SUMMIT ST,,TOLEDO,OH,43611-1244,(419) 727-8777,53.48.1229,Fire Protection Organization - Company,02/02/2026,07/01/2027,Active,ACTIVE,,,,,,
JARMS LLC,,836 BROADWAY ST,,TOLEDO,OH,43609-2502,(419) 508-6144,53.48.1230,Fire Protection Organization - Company,02/05/2026,07/01/2027,Active,ACTIVE,,,,,,
JOHNSON CONTROLS BUILDING SOLUTIIONS LLC,LICENSING DEPT,PO BOX 3042,,BOCA RATON,FL,33431-0942,,53.48.1231,Fire Protection Organization - Company,05/04/2026,07/01/2027,Active,ACTIVE,,,,,,
MADISON FIRE PROTECTION SERVICES,,5865 STATE ROUTE 56 SE,,LONDON,OH,43140-8619,(614)275-2488,53.49.1010,Fire Protection Organization - Company,01/25/2000,07/01/2027,Active,ACTIVE,,,,,,
R & T YODER ELECTRIC INC,,7927 MEMORIAL DR STE A,,PLAIN CITY,OH,43064-8713,(614) 206-5401,53.49.1014,Fire Protection Organization - Company,05/22/2014,07/01/2027,Active,ACTIVE,,,,,,
JDL VENTURES LLC DBA ALLIED FIRE EXTINGUISHER SERV & SALES,,PO BOX 220,,COMMERCIAL POINT,OH,43116-0220,614.582.2255,53.49.1019,Fire Protection Organization - Company,11/13/2020,07/01/2027,Active,ACTIVE,,,,,,
HAGERMAN FIRE & LIFE SAFETY LLC,,2250 OLD COLUMBUS RD,,LONDON,OH,43140-9640,(740) 406-1660,53.49.1021,Fire Protection Organization - Company,10/28/2025,07/01/2027,Active,ACTIVE,,,,,,
KIRKNER ELECTRIC INC,,1 FEDERAL PLAZA W - STE 904,,YOUNGSTOWN,OH,44503,(330)747-5055,53.50.0007,Fire Protection Organization - Company,06/27/1991,07/01/2027,Active,ACTIVE,,,,,,
UNIVERSITY ELECTRIC INC,,PO BOX 6416,419 BELMONT AVE,YOUNGSTOWN,OH,44501-6416,(330)746-7444,53.50.0009,Fire Protection Organization - Company,06/27/1991,07/01/2027,Active,ACTIVE,,,,,,
STRAYCO INC,,1375 SALEM PKWY,P.O. BOX 716,SALEM,OH,44460-1068,(330)337-9916,53.50.1003,Fire Protection Organization - Company,07/16/1991,07/01/2027,Active,ACTIVE,,,,,,
VEC INC,,977 TIBBETTS WICK RD,,GIRARD,OH,44420,(330)539-4044,53.50.1009,Fire Protection Organization - Company,07/16/1991,07/01/2027,Active,ACTIVE,,,,,,
JOE DICKEY ELECTRIC INC,,PO BOX 158,,NORTH LIMA,OH,44452-0158,(330) 549-3976,53.50.1015,Fire Protection Organization - Company,10/16/1991,07/01/2027,Active,ACTIVE,,,,,,
SANTON ELECTRIC CO INC,,PO BOX 3431,,YOUNGSTOWN,OH,44513,(330)758-0082,53.50.1037,Fire Protection Organization - Company,06/27/1991,07/01/2027,Active,ACTIVE,,,,,,
CONMAR INC,,624 SQUIRREL HILL DR,,BOARDMAN,OH,44512,(330)506-0550,53.50.1041,Fire Protection Organization - Company,06/27/1991,07/01/2027,Active,ACTIVE,,,,,,
B & J ELECTRIC OF POLAND INC,,PO BOX 215,10950 WOODWORTH RD,NORTH LIMA,OH,44452-0215,(330)549-5509,53.50.1044,Fire Protection Organization - Company,06/26/1991,07/01/2027,Active,ACTIVE,,,,,,
ENERTECH ELECTRICAL INC,,101 YOUNGSTOWN LOWELLVILLE RD,,LOWELLVILLE,OH,44436-1010,(330)536-2131,53.50.1045,Fire Protection Organization - Company,06/27/1991,07/01/2027,Active,ACTIVE,,,,,,
SOS SECURITY SYSTEMS INC,,490 W MAIN ST,,CANFIELD,OH,44406-1441,(330) 702-9400,53.50.1047,Fire Protection Organization - Company,05/09/1991,07/01/2027,Active,ACTIVE,,,,,,
WT LEONE'S TRI AREA ELECTRIC,,185 ROSEMONT RD,,NORTH JACKSON,OH,44451-9632,(330) 744-0151,53.50.1053,Fire Protection Organization - Company,09/20/1991,07/01/2027,Active,ACTIVE,,,,,,
AEY ELECTRIC,,801 N MERIDIAN RD,,YOUNGSTOWN,OH,44509-1008,(330)792-5745,53.50.1057,Fire Protection Organization - Company,08/24/1993,07/01/2027,Active,ACTIVE,,,,,,
MORRONE MECHANICAL INC,,230 E LIBERTY ST,,LOWELLVILLE,OH,44436-1231,(330)536-8800,53.50.1061,Fire Protection Organization - Company,08/10/1994,07/01/2027,Active,ACTIVE,,,,,,
ALCON MECHANICAL INC,,1932 WARREN AVE,,NILES,OH,44446-1146,(330)505-1704,53.50.1077,Fire Protection Organization - Company,10/31/2001,07/01/2027,Active,ACTIVE,,,,,,
VECTOR SECURITY INC DBA VECTOR SECURITY NETWORKS,,2000 ERICSSON DR,,WARRENDALE,PA,15086-6507,724-741-2200,53.50.1081,Fire Protection Organization - Company,05/21/2004,07/01/2027,Active,ACTIVE,,,,,,
BARNETT & SON TRUCKING &,,PO BOX 162,,BELOIT,OH,44609-0162,(330)938-2557,53.50.1082,Fire Protection Organization - Company,02/18/2005,07/01/2027,Active,ACTIVE,,,,,,
MARUCCI & GAFFNEY EXC,,18 HOGUE ST,,YOUNGSTOWN,OH,44502-1425,(330)743-8170,53.50.1085,Fire Protection Organization - Company,08/19/2005,07/01/2027,Active,ACTIVE,,,,,,
L & S EXCAVATING AND TRUCKING INC,,4085 MIDDLETOWN RD E,,NEW MIDDLETOWN,OH,44442-9418,(330)207-3924,53.50.1094,Fire Protection Organization - Company,01/12/2009,07/01/2027,Active,ACTIVE,,,,,,
PROFESSIONAL ELECTRONICS INC,,3624 HUNTERS HL,,POLAND,OH,44514-5305,,53.50.1095,Fire Protection Organization - Company,04/02/2009,07/01/2027,Active,ACTIVE,,,,,,
KEELING BROTHERS ELECTRIC LLC,,PO BOX 337,,LAKE MILTON,OH,44429-0337,(330)980-1555,53.50.1096,Fire Protection Organization - Company,08/03/2009,07/01/2027,Active,ACTIVE,,,,,,
GULU ELECTRICAL CONTRACTORS INC,,1295 CRESCENT ST,,YOUNGSTOWN,OH,44502-1303,(330)743-6510,53.50.1099,Fire Protection Organization - Company,06/08/2011,07/01/2027,Active,ACTIVE,,,,,,
RUDZIK EXCAVATING INC,,PO BOX 206,401 LOWELLVILLE RD,STRUTHERS,OH,44471-0206,(330) 755-1540,53.50.1103,Fire Protection Organization - Company,04/30/2014,07/01/2027,Active,ACTIVE,,,,,,
BOOT ELECTRIC LLC,,3110 W MIDDLETOWN RD,,COLUMBIANA,OH,44408-9348,(330) 519-5925,53.50.1106,Fire Protection Organization - Company,03/14/2016,07/01/2027,Active,ACTIVE,,,,,,
CHANCE ELECTRIC LLC,,17630 ELLSWORTH RD,,LAKE MILTON,OH,44429-9516,(330) 550-9378,53.50.1107,Fire Protection Organization - Company,08/08/2016,07/01/2027,Active,ACTIVE,,,,,,
PARISI EXCAVATING CORP,,8095 SOUTHERN BLVD,,YOUNGSTOWN,OH,44512-6336,(330) 758-0508,53.50.1108,Fire Protection Organization - Company,12/30/2016,07/01/2027,Active,ACTIVE,,,,,,
UTILITY CONTRACTING INC,,321 S MERIDIAN RD,PO BOX 2367,YOUNGSTOWN,OH,44509-2927,(330) 793-6525,53.50.1109,Fire Protection Organization - Company,03/13/2017,07/01/2027,Active,ACTIVE,,,,,,
RNL FIRE SYSTEMS LLC,,8431 SOUTH AVE STE 2,,YOUNGSTOWN,OH,44514-3665,(330) 953-2615,53.50.1110,Fire Protection Organization - Company,03/28/2017,07/01/2027,Active,ACTIVE,,,,,,
FIRST CHOICE COM INC,,648 MARSHALL ST,,YOUNGSTOWN,OH,44502-1419,(330) 782-2200,53.50.1111,Fire Protection Organization - Company,01/12/2018,07/01/2027,Active,ACTIVE,,,,,,
MORRIS BUILDING INC,,14533 STATE ROUTE 534,,SALEM,OH,44460-9173,(330) 537-4874,53.50.1113,Fire Protection Organization - Company,12/18/2018,07/01/2027,Active,ACTIVE,,,,,,
S E T INC,,235 E WATER ST,,LOWELLVILLE,OH,44436-1273,(330) 536-6724,53.50.1116,Fire Protection Organization - Company,11/16/2021,07/01/2027,Active,ACTIVE,,,,,,
AMERICAN CONTRACTING INC,,3519 UNION ST STE 3,,MINERAL RIDGE,OH,44440-9008,(330) 349-0014,53.50.1117,Fire Protection Organization - Company,02/15/2022,07/01/2027,Active,ACTIVE,,,,,,
YOCHMAN EXCAVATING LLC,,610 NEWTON FALLS RD,,DIAMOND,OH,44412-9612,(330) 774-9233,53.50.1119,Fire Protection Organization - Company,02/28/2023,07/01/2027,Active,ACTIVE,,,,,,
STEAMER CAP HYDRANTS LLC,,763 OAKRIDGE DR,,YOUNGSTOWN,OH,44512-3546,(330) 207-1045,53.50.1120,Fire Protection Organization - Company,05/18/2023,07/01/2027,Active,ACTIVE,,,,,,
INTEGRA EXCAVATING LLC,,2530 HUBBARD RD,,YOUNGSTOWN,OH,44505-3151,(330) 286-9739,53.50.1121,Fire Protection Organization - Company,09/02/2023,07/01/2027,Active,ACTIVE,,,,,,
MADE II MODIFY LLC,,11619 YOUNGSTOWN PITTSBURGH RD,,NEW MIDDLETOWN,OH,44442-8790,(234) 201-2563,53.50.1122,Fire Protection Organization - Company,12/18/2023,07/01/2027,Active,ACTIVE,,,,,,
MG ELECTRIC LLC,,1551 W WESTERN RESERVE RD,,POLAND,OH,44514-3551,(330) 549-6146,53.50.1123,Fire Protection Organization - Company,05/07/2024,07/01/2027,Active,ACTIVE,,,,,,
HK CONCRETE LLC,,11265 YOUNGSTOWN SALEM RD,,SALEM,OH,44460-7630,(234) 567-2012,53.50.1124,Fire Protection Organization - Company,09/18/2024,07/01/2027,Active,ACTIVE,,,,,,
ARMORED VISION TECHNOLOGY LLC,,1931 CONCORD AVE,,YOUNGSTOWN,OH,44509-1624,(330) 367-9425,53.50.1126,Fire Protection Organization - Company,01/05/2026,07/01/2027,Active,ACTIVE,,,,,,
ALLISON FIRE SUPPRESSION,,2720 NORMANDY DR,,YOUNGSTOWN,OH,44511-2264,(330) 261-4086,53.50.1127,Fire Protection Organization - Company,05/18/2026,07/01/2027,Active,ACTIVE,,,,,,
TIME PLUS SECURITY LLC,,796 ORLO LN,,YOUNGSTOWN,OH,44512-1728,(330) 651-6663,53.50.1128,Fire Protection Organization - Company,06/16/2026,07/01/2027,Active,ACTIVE,,,,,,
GIBBS EXCAVATING INC,,2794 S BAILEY RD,,NORTH JACKSON,OH,44451-9630,(330) 538-0174,53.50.1129,Fire Protection Organization - Company,06/23/2026,07/01/2027,Active,ACTIVE,,,,,,
CESTEK LLC DBA LUCAS SECURITY,,2219 ELM RD NE,,WARREN,OH,44483-4006,(330)348-9223,53.50.1130,Fire Protection Organization - Company,07/21/2026,07/01/2027,Active,ACTIVE,,,,,,
OWENS ELECTRIC CO,,146 S GREENWOOD ST,,MARION,OH,43302-4114,(740)387-1111,53.51.1006,Fire Protection Organization - Company,06/05/1991,07/01/2027,Active,ACTIVE,,,,,,
NEFF ELECTRICAL CONSTRUCTION CO,,783 WOODY ACRES DR,,MARION,OH,43302-6646,(740)383-4308,53.51.1008,Fire Protection Organization - Company,07/16/1991,07/01/2027,Active,ACTIVE,,,,,,
HARBOLT ELECTRICAL & ALARMS INC,,239 CALEDONIA ASHLEY RD S,PO BOX  205,CALEDONIA,OH,43314-9411,(740)387-0080,53.51.1018,Fire Protection Organization - Company,10/02/1992,07/01/2027,Active,ACTIVE,,,,,,
